ENSEMBL1,ENSEMBL2,SYMBOL
ENST00000508455.1,ENSG00000197530.12,MIB2
ENST00000514234.5,ENSG00000197530.12,MIB2
ENST00000467597.1,ENSG00000197530.12,MIB2
ENST00000508148.1,ENSG00000197530.12,MIB2
ENST00000486072.1,ENSG00000197530.12,MIB2
ENST00000505370.1,ENSG00000197530.12,MIB2
ENST00000473511.5,ENSG00000197530.12,MIB2
ENST00000464570.1,ENSG00000197530.12,MIB2
ENST00000483015.1,ENSG00000197530.12,MIB2
ENST00000511910.1,ENSG00000197530.12,MIB2
ENST00000470373.1,ENSG00000197530.12,MIB2
ENST00000356026.9,ENSG00000189409.13,MMP23B
ENST00000472264.1,ENSG00000189409.13,MMP23B
ENST00000512731.5,ENSG00000189409.13,MMP23B
ENST00000378675.7,ENSG00000189409.13,MMP23B
ENST00000479814.5,ENSG00000189409.13,MMP23B
ENST00000435358.5,ENSG00000189409.13,MMP23B
ENST00000503792.1,ENSG00000189409.13,MMP23B
ENST00000489782.1,ENSG00000189409.13,MMP23B
ENST00000486400.1,ENSG00000189409.13,MMP23B
ENST00000490017.1,ENSG00000189409.13,MMP23B
ENST00000341832.10,ENSG00000248333.8,CDK11B
ENST00000407249.7,ENSG00000248333.8,CDK11B
ENST00000615951.4,ENSG00000248333.8,CDK11B
ENST00000340677.9,ENSG00000248333.8,CDK11B
ENST00000611150.3,ENSG00000248333.8,CDK11B
ENST00000629289.2,ENSG00000248333.8,CDK11B
ENST00000626918.2,ENSG00000248333.8,CDK11B
ENST00000629312.2,ENSG00000248333.8,CDK11B
ENST00000341028.8,ENSG00000248333.8,CDK11B
ENST00000607013.1,ENSG00000272004.1,FO704657.1
ENST00000614300.4,ENSG00000189339.11,SLC35E2B
ENST00000617444.4,ENSG00000189339.11,SLC35E2B
ENST00000611123.1,ENSG00000189339.11,SLC35E2B
ENST00000480991.1,ENSG00000189339.11,SLC35E2B
ENST00000481276.1,ENSG00000189339.11,SLC35E2B
ENST00000596308.1,ENSG00000269737.2,AL691432.1
ENST00000597891.1,ENSG00000269737.2,AL691432.1
ENST00000234610.5,ENSG00000215914.4,MMP23A
ENST00000404249.8,ENSG00000008128.23,CDK11A
ENST00000356200.7,ENSG00000008128.23,CDK11A
ENST00000463652.5,ENSG00000008128.23,CDK11A
ENST00000356937.7,ENSG00000008128.23,CDK11A
ENST00000378638.6,ENSG00000008128.23,CDK11A
ENST00000509982.5,ENSG00000008128.23,CDK11A
ENST00000460465.5,ENSG00000008128.23,CDK11A
ENST00000357760.6,ENSG00000008128.23,CDK11A
ENST00000358779.9,ENSG00000008128.23,CDK11A
ENST00000378633.5,ENSG00000008128.23,CDK11A
ENST00000478901.1,ENSG00000008128.23,CDK11A
ENST00000468397.1,ENSG00000008128.23,CDK11A
ENST00000491311.1,ENSG00000008128.23,CDK11A
ENST00000495016.5,ENSG00000008128.23,CDK11A
ENST00000468800.5,ENSG00000008128.23,CDK11A
ENST00000464748.1,ENSG00000008128.23,CDK11A
ENST00000489300.1,ENSG00000008128.23,CDK11A
ENST00000492390.5,ENSG00000008128.23,CDK11A
ENST00000474916.1,ENSG00000008128.23,CDK11A
ENST00000479362.1,ENSG00000008128.23,CDK11A
ENST00000498810.1,ENSG00000008128.23,CDK11A
ENST00000487462.1,ENSG00000008128.23,CDK11A
ENST00000401096.2,ENSG00000008128.23,CDK11A
ENST00000598846.1,ENSG00000268575.1,AL031282.2
ENST00000577672.1,ENSG00000227775.3,AL031282.1
ENST00000417099.1,ENSG00000227775.3,AL031282.1
ENST00000424604.1,ENSG00000227775.3,AL031282.1
ENST00000418950.2,ENSG00000227775.3,AL031282.1
ENST00000647043.1,ENSG00000215790.7,SLC35E2A
ENST00000355439.7,ENSG00000215790.7,SLC35E2A
ENST00000643905.1,ENSG00000215790.7,SLC35E2A
ENST00000475229.2,ENSG00000215790.7,SLC35E2A
ENST00000246421.4,ENSG00000215790.7,SLC35E2A
ENST00000643943.1,ENSG00000215790.7,SLC35E2A
ENST00000341426.9,ENSG00000008130.15,NADK
ENST00000341991.7,ENSG00000008130.15,NADK
ENST00000378625.5,ENSG00000008130.15,NADK
ENST00000342348.9,ENSG00000008130.15,NADK
ENST00000498806.1,ENSG00000008130.15,NADK
ENST00000469045.5,ENSG00000008130.15,NADK
ENST00000480499.5,ENSG00000008130.15,NADK
ENST00000497747.5,ENSG00000008130.15,NADK
ENST00000477235.5,ENSG00000008130.15,NADK
ENST00000489538.1,ENSG00000008130.15,NADK
ENST00000497615.1,ENSG00000008130.15,NADK
ENST00000497186.5,ENSG00000008130.15,NADK
ENST00000492845.6,ENSG00000008130.15,NADK
ENST00000492768.5,ENSG00000008130.15,NADK
ENST00000460602.5,ENSG00000008130.15,NADK
ENST00000464373.1,ENSG00000008130.15,NADK
ENST00000480542.1,ENSG00000008130.15,NADK
ENST00000610897.4,ENSG00000078369.18,GNB1
ENST00000615252.4,ENSG00000078369.18,GNB1
ENST00000378609.9,ENSG00000078369.18,GNB1
ENST00000461893.5,ENSG00000078369.18,GNB1
ENST00000471354.1,ENSG00000078369.18,GNB1
ENST00000439272.6,ENSG00000078369.18,GNB1
ENST00000434686.6,ENSG00000078369.18,GNB1
ENST00000437146.1,ENSG00000078369.18,GNB1
ENST00000607589.1,ENSG00000078369.18,GNB1
ENST00000472614.2,ENSG00000078369.18,GNB1
ENST00000412228.1,ENSG00000231050.1,AL109917.1
ENST00000378604.3,ENSG00000169885.10,CALML6
ENST00000307786.8,ENSG00000169885.10,CALML6
ENST00000482402.1,ENSG00000169885.10,CALML6
ENST00000462293.1,ENSG00000169885.10,CALML6
ENST00000378602.3,ENSG00000178821.13,TMEM52
ENST00000310991.8,ENSG00000178821.13,TMEM52
ENST00000378598.4,ENSG00000178821.13,TMEM52
ENST00000470931.2,ENSG00000178821.13,TMEM52
ENST00000602604.1,ENSG00000178821.13,TMEM52
ENST00000416272.1,ENSG00000178821.13,TMEM52
ENST00000642590.1,ENSG00000142609.18,CFAP74
ENST00000493964.5,ENSG00000142609.18,CFAP74
ENST00000464311.5,ENSG00000142609.18,CFAP74
ENST00000412120.2,ENSG00000142609.18,CFAP74
ENST00000493316.5,ENSG00000142609.18,CFAP74
ENST00000270720.11,ENSG00000142609.18,CFAP74
ENST00000468610.5,ENSG00000142609.18,CFAP74
ENST00000461752.3,ENSG00000142609.18,CFAP74
ENST00000378592.1,ENSG00000142609.18,CFAP74
ENST00000378590.4,ENSG00000142609.18,CFAP74
ENST00000443930.1,ENSG00000233542.1,AL391845.2
ENST00000638411.1,ENSG00000187730.9,GABRD
ENST00000378585.7,ENSG00000187730.9,GABRD
ENST00000639045.1,ENSG00000187730.9,GABRD
ENST00000640067.1,ENSG00000187730.9,GABRD
ENST00000638604.1,ENSG00000187730.9,GABRD
ENST00000638771.1,ENSG00000187730.9,GABRD
ENST00000639935.1,ENSG00000187730.9,GABRD
ENST00000640949.1,ENSG00000187730.9,GABRD
ENST00000640030.1,ENSG00000187730.9,GABRD
ENST00000640423.1,ENSG00000187730.9,GABRD
ENST00000639625.1,ENSG00000187730.9,GABRD
ENST00000639777.1,ENSG00000187730.9,GABRD
ENST00000640981.1,ENSG00000187730.9,GABRD
ENST00000638763.1,ENSG00000187730.9,GABRD
ENST00000639070.1,ENSG00000187730.9,GABRD
ENST00000640892.1,ENSG00000187730.9,GABRD
ENST00000640317.1,ENSG00000187730.9,GABRD
ENST00000638804.1,ENSG00000187730.9,GABRD
ENST00000640688.1,ENSG00000187730.9,GABRD
ENST00000445600.1,ENSG00000226969.1,AL391845.1
ENST00000449154.1,ENSG00000226969.1,AL391845.1
ENST00000378567.8,ENSG00000067606.17,PRKCZ
ENST00000468310.5,ENSG00000067606.17,PRKCZ
ENST00000484419.1,ENSG00000067606.17,PRKCZ
ENST00000503297.1,ENSG00000067606.17,PRKCZ
ENST00000479566.5,ENSG00000067606.17,PRKCZ
ENST00000466651.5,ENSG00000067606.17,PRKCZ
ENST00000400921.6,ENSG00000067606.17,PRKCZ
ENST00000495347.5,ENSG00000067606.17,PRKCZ
ENST00000461106.6,ENSG00000067606.17,PRKCZ
ENST00000461465.5,ENSG00000067606.17,PRKCZ
ENST00000470596.5,ENSG00000067606.17,PRKCZ
ENST00000496325.5,ENSG00000067606.17,PRKCZ
ENST00000481140.5,ENSG00000067606.17,PRKCZ
ENST00000482686.5,ENSG00000067606.17,PRKCZ
ENST00000486681.5,ENSG00000067606.17,PRKCZ
ENST00000470986.5,ENSG00000067606.17,PRKCZ
ENST00000470511.5,ENSG00000067606.17,PRKCZ
ENST00000471018.6,ENSG00000067606.17,PRKCZ
ENST00000466352.5,ENSG00000067606.17,PRKCZ
ENST00000497183.5,ENSG00000067606.17,PRKCZ
ENST00000419838.6,ENSG00000067606.17,PRKCZ
ENST00000479263.5,ENSG00000067606.17,PRKCZ
ENST00000503672.1,ENSG00000067606.17,PRKCZ
ENST00000478770.6,ENSG00000067606.17,PRKCZ
ENST00000505322.5,ENSG00000067606.17,PRKCZ
ENST00000472017.1,ENSG00000067606.17,PRKCZ
ENST00000606533.1,ENSG00000271806.1,AL590822.2
ENST00000333854.2,ENSG00000182873.5,PRKCZ-AS1
ENST00000444529.1,ENSG00000182873.5,PRKCZ-AS1
ENST00000400919.7,ENSG00000162585.17,FAAP20
ENST00000469733.5,ENSG00000162585.17,FAAP20
ENST00000428120.5,ENSG00000162585.17,FAAP20
ENST00000414253.5,ENSG00000162585.17,FAAP20
ENST00000400918.7,ENSG00000162585.17,FAAP20
ENST00000497675.2,ENSG00000162585.17,FAAP20
ENST00000378543.2,ENSG00000162585.17,FAAP20
ENST00000378546.9,ENSG00000162585.17,FAAP20
ENST00000401813.7,ENSG00000162585.17,FAAP20
ENST00000487186.5,ENSG00000162585.17,FAAP20
ENST00000476803.1,ENSG00000162585.17,FAAP20
ENST00000440825.6,ENSG00000162585.17,FAAP20
ENST00000420515.1,ENSG00000162585.17,FAAP20
ENST00000514625.1,ENSG00000162585.17,FAAP20
ENST00000420964.1,ENSG00000162585.17,FAAP20
ENST00000442483.2,ENSG00000234396.3,AL590822.1
ENST00000378536.5,ENSG00000157933.10,SKI
ENST00000508416.1,ENSG00000157933.10,SKI
ENST00000478223.2,ENSG00000157933.10,SKI
ENST00000507179.1,ENSG00000157933.10,SKI
ENST00000378531.8,ENSG00000116151.14,MORN1
ENST00000606372.5,ENSG00000116151.14,MORN1
ENST00000378529.7,ENSG00000116151.14,MORN1
ENST00000607342.5,ENSG00000116151.14,MORN1
ENST00000469374.5,ENSG00000116151.14,MORN1
ENST00000419785.1,ENSG00000116151.14,MORN1
ENST00000449373.2,ENSG00000116151.14,MORN1
ENST00000378525.2,ENSG00000116151.14,MORN1
ENST00000607031.1,ENSG00000116151.14,MORN1
ENST00000475812.1,ENSG00000116151.14,MORN1
ENST00000494279.2,ENSG00000116151.14,MORN1
ENST00000607720.1,ENSG00000272161.1,AL589739.1
ENST00000602865.1,ENSG00000269896.2,AL513477.1
ENST00000417061.2,ENSG00000269896.2,AL513477.1
ENST00000607858.1,ENSG00000272420.1,AL513477.2
ENST00000378513.7,ENSG00000157916.20,RER1
ENST00000378518.5,ENSG00000157916.20,RER1
ENST00000605895.6,ENSG00000157916.20,RER1
ENST00000306256.13,ENSG00000157916.20,RER1
ENST00000493207.1,ENSG00000157916.20,RER1
ENST00000378512.5,ENSG00000157916.20,RER1
ENST00000443438.5,ENSG00000157916.20,RER1
ENST00000488353.2,ENSG00000157916.20,RER1
ENST00000462129.1,ENSG00000157916.20,RER1
ENST00000288774.7,ENSG00000157911.10,PEX10
ENST00000650293.1,ENSG00000157911.10,PEX10
ENST00000447513.6,ENSG00000157911.10,PEX10
ENST00000507596.5,ENSG00000157911.10,PEX10
ENST00000510434.1,ENSG00000157911.10,PEX10
ENST00000508384.5,ENSG00000157911.10,PEX10
ENST00000515760.1,ENSG00000157911.10,PEX10
ENST00000502666.1,ENSG00000157911.10,PEX10
ENST00000514502.1,ENSG00000157911.10,PEX10
ENST00000609981.5,ENSG00000149527.18,PLCH2
ENST00000449969.5,ENSG00000149527.18,PLCH2
ENST00000378486.8,ENSG00000149527.18,PLCH2
ENST00000419816.6,ENSG00000149527.18,PLCH2
ENST00000343889.8,ENSG00000149527.18,PLCH2
ENST00000278878.6,ENSG00000149527.18,PLCH2
ENST00000473964.5,ENSG00000149527.18,PLCH2
ENST00000462379.1,ENSG00000149527.18,PLCH2
ENST00000424657.1,ENSG00000224387.1,AL139246.1
ENST00000442305.1,ENSG00000229393.1,AL139246.4
ENST00000378466.8,ENSG00000157881.14,PANK4
ENST00000435556.8,ENSG00000157881.14,PANK4
ENST00000505228.5,ENSG00000157881.14,PANK4
ENST00000651094.1,ENSG00000157881.14,PANK4
ENST00000502512.1,ENSG00000157881.14,PANK4
ENST00000471361.1,ENSG00000157881.14,PANK4
ENST00000487804.1,ENSG00000157881.14,PANK4
ENST00000515423.1,ENSG00000157881.14,PANK4
ENST00000468002.2,ENSG00000157881.14,PANK4
ENST00000486396.1,ENSG00000157881.14,PANK4
ENST00000502770.2,ENSG00000157881.14,PANK4
ENST00000491212.1,ENSG00000157881.14,PANK4
ENST00000514922.1,ENSG00000157881.14,PANK4
ENST00000378453.4,ENSG00000197921.6,HES5
ENST00000644246.1,ENSG00000272449.2,AL139246.5
ENST00000606645.2,ENSG00000272449.2,AL139246.5
ENST00000449660.5,ENSG00000238164.6,TNFRSF14-AS1
ENST00000443892.2,ENSG00000238164.6,TNFRSF14-AS1
ENST00000416860.2,ENSG00000238164.6,TNFRSF14-AS1
ENST00000448624.2,ENSG00000238164.6,TNFRSF14-AS1
ENST00000432521.2,ENSG00000238164.6,TNFRSF14-AS1
ENST00000452793.1,ENSG00000238164.6,TNFRSF14-AS1
ENST00000426449.5,ENSG00000157873.17,TNFRSF14
ENST00000434817.5,ENSG00000157873.17,TNFRSF14
ENST00000435221.6,ENSG00000157873.17,TNFRSF14
ENST00000451778.5,ENSG00000157873.17,TNFRSF14
ENST00000409119.5,ENSG00000157873.17,TNFRSF14
ENST00000355716.4,ENSG00000157873.17,TNFRSF14
ENST00000475523.5,ENSG00000157873.17,TNFRSF14
ENST00000442392.6,ENSG00000157873.17,TNFRSF14
ENST00000482074.6,ENSG00000157873.17,TNFRSF14
ENST00000496064.5,ENSG00000157873.17,TNFRSF14
ENST00000463471.6,ENSG00000157873.17,TNFRSF14
ENST00000466750.5,ENSG00000157873.17,TNFRSF14
ENST00000471768.1,ENSG00000157873.17,TNFRSF14
ENST00000463835.5,ENSG00000157873.17,TNFRSF14
ENST00000482602.5,ENSG00000157873.17,TNFRSF14
ENST00000480305.1,ENSG00000157873.17,TNFRSF14
ENST00000456687.3,ENSG00000225931.3,AL139246.2
ENST00000424215.1,ENSG00000228037.1,AL139246.3
ENST00000493183.5,ENSG00000157870.16,PRXL2B
ENST00000474659.5,ENSG00000157870.16,PRXL2B
ENST00000444521.6,ENSG00000157870.16,PRXL2B
ENST00000378425.9,ENSG00000157870.16,PRXL2B
ENST00000419916.7,ENSG00000157870.16,PRXL2B
ENST00000378424.9,ENSG00000157870.16,PRXL2B
ENST00000537325.6,ENSG00000157870.16,PRXL2B
ENST00000378427.6,ENSG00000157870.16,PRXL2B
ENST00000464043.5,ENSG00000157870.16,PRXL2B
ENST00000465233.6,ENSG00000157870.16,PRXL2B
ENST00000498083.2,ENSG00000157870.16,PRXL2B
ENST00000481683.5,ENSG00000157870.16,PRXL2B
ENST00000484099.5,ENSG00000157870.16,PRXL2B
ENST00000477045.1,ENSG00000157870.16,PRXL2B
ENST00000476686.1,ENSG00000157870.16,PRXL2B
ENST00000471840.5,ENSG00000142606.16,MMEL1
ENST00000378412.8,ENSG00000142606.16,MMEL1
ENST00000502556.5,ENSG00000142606.16,MMEL1
ENST00000504800.5,ENSG00000142606.16,MMEL1
ENST00000491941.5,ENSG00000142606.16,MMEL1
ENST00000464195.1,ENSG00000142606.16,MMEL1
ENST00000469962.1,ENSG00000142606.16,MMEL1
ENST00000509374.1,ENSG00000142606.16,MMEL1
ENST00000511099.1,ENSG00000142606.16,MMEL1
ENST00000427302.1,ENSG00000237058.1,AL831784.1
ENST00000401095.8,ENSG00000215912.12,TTC34
ENST00000637179.1,ENSG00000215912.12,TTC34
ENST00000648684.1,ENSG00000285945.1,AC242022.2
ENST00000638002.1,ENSG00000283259.1,AC242022.1
ENST00000457440.1,ENSG00000233234.1,AL592464.2
ENST00000429389.1,ENSG00000231630.1,AL592464.1
ENST00000641229.1,ENSG00000284745.1,AL589702.1
ENST00000642073.1,ENSG00000284745.1,AL589702.1
ENST00000378404.3,ENSG00000169717.6,ACTRT2
ENST00000606861.1,ENSG00000177133.10,LINC00982
ENST00000321399.7,ENSG00000177133.10,LINC00982
ENST00000413472.5,ENSG00000177133.10,LINC00982
ENST00000453118.5,ENSG00000177133.10,LINC00982
ENST00000445317.1,ENSG00000177133.10,LINC00982
ENST00000415573.1,ENSG00000177133.10,LINC00982
ENST00000420957.1,ENSG00000177133.10,LINC00982
ENST00000321336.1,ENSG00000177133.10,LINC00982
ENST00000511072.5,ENSG00000142611.17,PRDM16
ENST00000607632.1,ENSG00000142611.17,PRDM16
ENST00000378391.6,ENSG00000142611.17,PRDM16
ENST00000270722.10,ENSG00000142611.17,PRDM16
ENST00000514189.5,ENSG00000142611.17,PRDM16
ENST00000512462.5,ENSG00000142611.17,PRDM16
ENST00000463591.1,ENSG00000142611.17,PRDM16
ENST00000509860.1,ENSG00000142611.17,PRDM16
ENST00000378389.5,ENSG00000142611.17,PRDM16
ENST00000606170.1,ENSG00000142611.17,PRDM16
ENST00000635819.1,ENSG00000283572.1,MIR4251
ENST00000440516.1,ENSG00000226286.1,AL008733.1
ENST00000624175.1,ENSG00000279839.1,AL512383.1
ENST00000607061.1,ENSG00000272235.1,AL590438.1
ENST00000378378.9,ENSG00000130762.15,ARHGEF16
ENST00000378373.5,ENSG00000130762.15,ARHGEF16
ENST00000378371.6,ENSG00000130762.15,ARHGEF16
ENST00000445297.5,ENSG00000130762.15,ARHGEF16
ENST00000464620.1,ENSG00000130762.15,ARHGEF16
ENST00000418137.1,ENSG00000130762.15,ARHGEF16
ENST00000485984.1,ENSG00000130762.15,ARHGEF16
ENST00000606489.1,ENSG00000272088.1,AL512413.1
ENST00000356575.9,ENSG00000162591.16,MEGF6
ENST00000294599.8,ENSG00000162591.16,MEGF6
ENST00000494257.1,ENSG00000162591.16,MEGF6
ENST00000485002.6,ENSG00000162591.16,MEGF6
ENST00000491842.1,ENSG00000162591.16,MEGF6
ENST00000475790.5,ENSG00000162591.16,MEGF6
ENST00000461795.1,ENSG00000162591.16,MEGF6
ENST00000385042.1,ENSG00000207776.1,MIR551A
ENST00000435049.1,ENSG00000238260.1,AL513320.1
ENST00000378344.7,ENSG00000158109.15,TPRG1L
ENST00000344579.5,ENSG00000158109.15,TPRG1L
ENST00000378322.7,ENSG00000116213.16,WRAP73
ENST00000270708.12,ENSG00000116213.16,WRAP73
ENST00000471223.1,ENSG00000116213.16,WRAP73
ENST00000424367.5,ENSG00000116213.16,WRAP73
ENST00000497940.5,ENSG00000116213.16,WRAP73
ENST00000469643.1,ENSG00000116213.16,WRAP73
ENST00000494884.1,ENSG00000116213.16,WRAP73
ENST00000465916.5,ENSG00000116213.16,WRAP73
ENST00000419924.2,ENSG00000116213.16,WRAP73
ENST00000479331.1,ENSG00000116213.16,WRAP73
ENST00000378295.9,ENSG00000078900.15,TP73
ENST00000604074.5,ENSG00000078900.15,TP73
ENST00000354437.8,ENSG00000078900.15,TP73
ENST00000357733.7,ENSG00000078900.15,TP73
ENST00000346387.8,ENSG00000078900.15,TP73
ENST00000603362.5,ENSG00000078900.15,TP73
ENST00000604479.5,ENSG00000078900.15,TP73
ENST00000378285.5,ENSG00000078900.15,TP73
ENST00000378280.5,ENSG00000078900.15,TP73
ENST00000378288.8,ENSG00000078900.15,TP73
ENST00000603364.5,ENSG00000078900.15,TP73
ENST00000604194.1,ENSG00000078900.15,TP73
ENST00000378290.4,ENSG00000078900.15,TP73
ENST00000604566.1,ENSG00000078900.15,TP73
ENST00000443034.1,ENSG00000227589.1,AL136528.1
ENST00000416554.1,ENSG00000235131.1,AL136528.2
ENST00000648526.1,ENSG00000227372.12,TP73-AS1
ENST00000624167.1,ENSG00000227372.12,TP73-AS1
ENST00000418088.6,ENSG00000227372.12,TP73-AS1
ENST00000648432.1,ENSG00000227372.12,TP73-AS1
ENST00000648479.1,ENSG00000227372.12,TP73-AS1
ENST00000452079.5,ENSG00000227372.12,TP73-AS1
ENST00000650545.1,ENSG00000227372.12,TP73-AS1
ENST00000419973.1,ENSG00000227372.12,TP73-AS1
ENST00000647831.1,ENSG00000227372.12,TP73-AS1
ENST00000648717.1,ENSG00000227372.12,TP73-AS1
ENST00000648600.1,ENSG00000227372.12,TP73-AS1
ENST00000423764.6,ENSG00000227372.12,TP73-AS1
ENST00000647817.1,ENSG00000227372.12,TP73-AS1
ENST00000649123.1,ENSG00000227372.12,TP73-AS1
ENST00000648270.1,ENSG00000227372.12,TP73-AS1
ENST00000650037.1,ENSG00000227372.12,TP73-AS1
ENST00000650039.1,ENSG00000227372.12,TP73-AS1
ENST00000649468.1,ENSG00000227372.12,TP73-AS1
ENST00000648553.1,ENSG00000227372.12,TP73-AS1
ENST00000649348.1,ENSG00000227372.12,TP73-AS1
ENST00000636630.1,ENSG00000227372.12,TP73-AS1
ENST00000587071.5,ENSG00000227372.12,TP73-AS1
ENST00000637775.1,ENSG00000227372.12,TP73-AS1
ENST00000608600.1,ENSG00000227372.12,TP73-AS1
ENST00000649290.1,ENSG00000227372.12,TP73-AS1
ENST00000647686.1,ENSG00000227372.12,TP73-AS1
ENST00000648935.1,ENSG00000227372.12,TP73-AS1
ENST00000649413.1,ENSG00000227372.12,TP73-AS1
ENST00000624948.1,ENSG00000227372.12,TP73-AS1
ENST00000611447.1,ENSG00000276189.1,RF02197
ENST00000636250.1,ENSG00000162592.10,CCDC27
ENST00000462521.2,ENSG00000162592.10,CCDC27
ENST00000294600.7,ENSG00000162592.10,CCDC27
ENST00000642557.1,ENSG00000235169.8,SMIM1
ENST00000561886.2,ENSG00000235169.8,SMIM1
ENST00000444870.7,ENSG00000235169.8,SMIM1
ENST00000452264.1,ENSG00000235169.8,SMIM1
ENST00000378251.3,ENSG00000130764.10,LRRC47
ENST00000462356.5,ENSG00000130764.10,LRRC47
ENST00000479239.1,ENSG00000130764.10,LRRC47
ENST00000581512.2,ENSG00000266075.2,RN7SL574P
ENST00000607459.1,ENSG00000272153.1,AL365330.1
ENST00000378230.8,ENSG00000116198.13,CEP104
ENST00000484420.1,ENSG00000116198.13,CEP104
ENST00000438539.5,ENSG00000116198.13,CEP104
ENST00000461667.1,ENSG00000116198.13,CEP104
ENST00000495701.1,ENSG00000116198.13,CEP104
ENST00000460038.5,ENSG00000116198.13,CEP104
ENST00000494653.5,ENSG00000116198.13,CEP104
ENST00000443466.1,ENSG00000116198.13,CEP104
ENST00000428079.5,ENSG00000116198.13,CEP104
ENST00000494951.1,ENSG00000116198.13,CEP104
ENST00000378223.3,ENSG00000116198.13,CEP104
ENST00000338895.7,ENSG00000169598.15,DFFB
ENST00000625756.2,ENSG00000169598.15,DFFB
ENST00000378209.7,ENSG00000169598.15,DFFB
ENST00000491998.5,ENSG00000169598.15,DFFB
ENST00000468793.5,ENSG00000169598.15,DFFB
ENST00000477548.5,ENSG00000169598.15,DFFB
ENST00000339350.7,ENSG00000169598.15,DFFB
ENST00000378206.5,ENSG00000169598.15,DFFB
ENST00000475969.5,ENSG00000169598.15,DFFB
ENST00000341385.4,ENSG00000169598.15,DFFB
ENST00000481945.1,ENSG00000169598.15,DFFB
ENST00000461150.1,ENSG00000169598.15,DFFB
ENST00000486765.5,ENSG00000198912.11,C1orf174
ENST00000474140.1,ENSG00000198912.11,C1orf174
ENST00000361605.4,ENSG00000198912.11,C1orf174
ENST00000413332.5,ENSG00000236423.5,LINC01134
ENST00000442673.1,ENSG00000236423.5,LINC01134
ENST00000439488.1,ENSG00000236423.5,LINC01134
ENST00000635619.1,ENSG00000233304.6,LINC01346
ENST00000456897.5,ENSG00000233304.6,LINC01346
ENST00000412674.1,ENSG00000233304.6,LINC01346
ENST00000635247.1,ENSG00000226374.2,LINC01345
ENST00000635127.1,ENSG00000226374.2,LINC01345
ENST00000425194.1,ENSG00000226374.2,LINC01345
ENST00000642026.1,ENSG00000284668.1,AL805961.1
ENST00000641562.1,ENSG00000284668.1,AL805961.1
ENST00000641078.1,ENSG00000284668.1,AL805961.1
ENST00000642139.1,ENSG00000284703.1,AL805961.2
ENST00000449232.1,ENSG00000229280.1,EEF1DP6
ENST00000635002.1,ENSG00000235054.3,LINC01777
ENST00000423197.2,ENSG00000235054.3,LINC01777
ENST00000635312.1,ENSG00000235054.3,LINC01777
ENST00000633821.1,ENSG00000235054.3,LINC01777
ENST00000635642.1,ENSG00000235054.3,LINC01777
ENST00000641472.1,ENSG00000284694.1,AL355602.1
ENST00000438791.2,ENSG00000227169.2,Z98747.1
ENST00000634256.1,ENSG00000232596.2,LINC01646
ENST00000635556.1,ENSG00000232596.2,LINC01646
ENST00000420522.1,ENSG00000232596.2,LINC01646
ENST00000378190.7,ENSG00000196581.10,AJAP1
ENST00000378191.4,ENSG00000196581.10,AJAP1
ENST00000466761.1,ENSG00000196581.10,AJAP1
ENST00000641254.1,ENSG00000284739.1,BX005132.2
ENST00000641403.1,ENSG00000284674.1,BX005132.1
ENST00000443270.1,ENSG00000231510.1,AL691497.1
ENST00000641871.1,ENSG00000284616.1,AL139823.1
ENST00000641426.1,ENSG00000284692.2,Z98259.3
ENST00000641860.1,ENSG00000284692.2,Z98259.3
ENST00000649109.1,ENSG00000284692.2,Z98259.3
ENST00000641583.1,ENSG00000284666.1,Z98259.2
ENST00000564261.1,ENSG00000260972.1,Z98259.1
